0;1599
200000;41
400000;4
600000;3
800000;3
1000000;3
1200000;3
1400000;3
1600000;3
1800000;3
2000000;3
2200000;3
2400000;3
2600000;3
2800000;3
3000000;3
3200000;3
3400000;3
3600000;3
3800000;3
4000000;3
4200000;3
4400000;3
4600000;3
4800000;3
5000000;3
5200000;3
5400000;3
5600000;3
5800000;3
6000000;3
6200000;3
6400000;3
6600000;3
6800000;2
7000000;3
7200000;3
7400000;3
7600000;2
7800000;3
8000000;3
8200000;4
8400000;3
8600000;2
8800000;3
9000000;3
9200000;3
9400000;3
9600000;2
9800000;3
10000000;7
10200000;2
10400000;3
10600000;2
10800000;3
11000000;3
11200000;2
11400000;3
11600000;3
11800000;3
12000000;3
12200000;3
12400000;3
12600000;3
12800000;3
13000000;3
13200000;3
13400000;3
13600000;3
13800000;3
14000000;3
14200000;3
14400000;3
14600000;3
14800000;3
15000000;3
15200000;3
15400000;3
15600000;2
15800000;3
16000000;3
16200000;3
16400000;3
16600000;3
16800000;3
17000000;3
17200000;2
17400000;3
17600000;3
17800000;3
18000000;3
18200000;3
18400000;2
18600000;2
18800000;3
19000000;3
19200000;3
19400000;3
19600000;3
19800000;3
20000000;3
20200000;3
20400000;3
20600000;3
20800000;3
21000000;3
21200000;3
21400000;3
21600000;3
21800000;3
22000000;3
22200000;3
22400000;3
22600000;3
22800000;3
23000000;3
23200000;4
23400000;3
23600000;3
23800000;3
24000000;3
24200000;3
24400000;3
24600000;3
24800000;3
25000000;3
25200000;3
25400000;3
25600000;3
25800000;3
26000000;3
26200000;2
26400000;3
26600000;4
26800000;3
27000000;4
27200000;3
27400000;3
27600000;3
27800000;4
28000000;3
28200000;4
28400000;3
28600000;3
28800000;3
29000000;3
29200000;3
29400000;3
29600000;3
29800000;3
30000000;3
30200000;3
30400000;3
30600000;3
30800000;3
31000000;3
31200000;3
31400000;3
31600000;3
31800000;3
32000000;3
32200000;3
32400000;3
32600000;3
32800000;3
33000000;4
33200000;3
33400000;3
33600000;3
33800000;4
34000000;3
34200000;3
34400000;3
34600000;3
34800000;3
35000000;3
35200000;3
35400000;3
35600000;3
35800000;3
36000000;4
36200000;3
36400000;3
36600000;3
36800000;3
37000000;3
37200000;3
37400000;3
37600000;3
37800000;3
38000000;3
38200000;3
38400000;3
38600000;3
38800000;3
39000000;3
39200000;4
39400000;3
39600000;3
39800000;3
40000000;3
40200000;3
40400000;4
40600000;3
40800000;3
41000000;3
41200000;3
41400000;3
41600000;3
41800000;3
42000000;4
42200000;3
42400000;3
42600000;3
42800000;3
43000000;3
43200000;3
43400000;3
43600000;3
43800000;3
44000000;3
44200000;4
44400000;3
44600000;3
44800000;3
45000000;3
45200000;3
45400000;3
45600000;3
45800000;3
46000000;3
46200000;3
46400000;3
46600000;3
46800000;3
47000000;3
47200000;3
47400000;3
47600000;3
47800000;3
48000000;3
48200000;3
48400000;3
48600000;3
48800000;3
49000000;3
49200000;3
49400000;3
49600000;3
49800000;3
50000000;3
50200000;3
50400000;3
50600000;3
50800000;4
51000000;3
51200000;3
51400000;3
51600000;3
51800000;3
52000000;3
52200000;3
52400000;3
52600000;3
52800000;4
53000000;3
53200000;3
53400000;3
53600000;3
53800000;3
54000000;3
54200000;3
54400000;3
54600000;3
54800000;3
55000000;3
55200000;3
55400000;3
55600000;3
55800000;3
56000000;3
56200000;3
56400000;3
56600000;3
56800000;3
57000000;3
57200000;3
57400000;3
57600000;3
57800000;4
58000000;3
58200000;3
58400000;3
58600000;3
58800000;4
59000000;3
59200000;3
59400000;3
59600000;3
59800000;3
60000000;3
60200000;3
60400000;3
60600000;3
60800000;3
61000000;3
61200000;3
61400000;3
61600000;3
61800000;3
62000000;3
62200000;3
62400000;3
62600000;3
62800000;3
63000000;3
63200000;3
63400000;3
63600000;3
63800000;3
64000000;3
64200000;3
64400000;4
64600000;3
64800000;3
65000000;3
65200000;3
65400000;3
65600000;3
65800000;3
66000000;3
66200000;3
66400000;3
66600000;3
66800000;3
67000000;3
67200000;3
67400000;3
67600000;3
67800000;3
68000000;4
68200000;3
68400000;3
68600000;3
68800000;3
69000000;3
69200000;4
69400000;3
69600000;3
69800000;3
70000000;3
70200000;3
70400000;3
70600000;3
70800000;3
71000000;4
71200000;3
71400000;3
71600000;3
71800000;3
72000000;3
72200000;3
72400000;3
72600000;3
72800000;3
73000000;3
73200000;3
73400000;3
73600000;3
73800000;3
74000000;3
74200000;3
74400000;4
74600000;3
74800000;3
75000000;3
75200000;3
75400000;3
75600000;3
75800000;3
76000000;3
76200000;4
76400000;3
76600000;3
76800000;4
77000000;3
77200000;3
77400000;3
77600000;3
77800000;3
78000000;4
78200000;3
78400000;3
78600000;3
78800000;3
79000000;3
79200000;3
79400000;3
79600000;3
79800000;3
80000000;3
80200000;3
80400000;3
80600000;3
80800000;3
81000000;3
81200000;3
81400000;3
81600000;4
81800000;3
82000000;3
82200000;3
82400000;3
82600000;3
82800000;3
83000000;3
83200000;3
83400000;3
83600000;3
83800000;4
84000000;3
84200000;3
84400000;3
84600000;3
84800000;4
85000000;3
85200000;3
85400000;3
85600000;3
85800000;3
86000000;3
86200000;4
86400000;3
86600000;4
86800000;3
87000000;3
87200000;3
87400000;3
87600000;3
87800000;3
88000000;3
88200000;3
88400000;3
88600000;3
88800000;3
89000000;3
89200000;3
89400000;3
89600000;3
89800000;3
90000000;3
90200000;3
90400000;3
90600000;3
90800000;3
91000000;4
91200000;3
91400000;3
91600000;3
91800000;3
92000000;3
92200000;3
92400000;3
92600000;3
92800000;3
93000000;3
93200000;3
93400000;3
93600000;3
93800000;3
94000000;3
94200000;3
94400000;3
94600000;3
94800000;3
95000000;4
95200000;3
95400000;3
95600000;3
95800000;3
96000000;3
96200000;3
96400000;3
96600000;3
96800000;3
97000000;4
97200000;3
97400000;3
97600000;3
97800000;3
98000000;3
98200000;3
98400000;3
98600000;3
98800000;3
99000000;3
99200000;4
99400000;3
99600000;3
99800000;3
100000000;3
100200000;3
100400000;4
100600000;3
100800000;3
101000000;3
101200000;3
101400000;3
101600000;3
101800000;3
102000000;4
102200000;3
102400000;3
102600000;3
102800000;4
103000000;3
103200000;3
103400000;3
103600000;3
103800000;3
104000000;3
104200000;3
104400000;4
104600000;3
104800000;3
105000000;3
105200000;3
105400000;3
105600000;3
105800000;3
106000000;3
106200000;4
106400000;3
106600000;3
106800000;3
107000000;3
107200000;3
107400000;3
107600000;3
107800000;3
108000000;3
108200000;3
108400000;3
108600000;3
108800000;3
109000000;3
109200000;3
109400000;4
109600000;4
109800000;3
110000000;3
110200000;3
110400000;4
110600000;3
110800000;3
111000000;3
111200000;3
111400000;3
111600000;3
111800000;3
112000000;4
112200000;3
112400000;3
112600000;4
112800000;3
113000000;3
113200000;3
113400000;3
113600000;3
113800000;3
114000000;3
114200000;3
114400000;3
114600000;4
114800000;3
115000000;3
115200000;3
115400000;3
115600000;3
115800000;3
116000000;3
116200000;3
116400000;3
116600000;3
116800000;3
117000000;3
117200000;3
117400000;3
117600000;3
117800000;3
118000000;3
118200000;4
118400000;3
118600000;3
118800000;3
119000000;3
119200000;3
119400000;3
119600000;3
119800000;3
120000000;3
120200000;3
120400000;3
120600000;3
120800000;3
121000000;3
121200000;3
121400000;3
121600000;3
121800000;3
122000000;3
122200000;4
122400000;3
122600000;3
122800000;4
123000000;3
123200000;3
123400000;3
123600000;3
123800000;3
124000000;4
124200000;3
124400000;3
124600000;3
124800000;3
125000000;3
125200000;3
125400000;3
125600000;3
125800000;3
126000000;3
126200000;3
126400000;3
126600000;3
126800000;3
127000000;3
127200000;3
127400000;3
127600000;3
127800000;3
128000000;3
128200000;3
128400000;3
128600000;3
128800000;3
129000000;3
129200000;3
129400000;3
129600000;3
